MetricName,RunIndex,CaseName,PhaseName,MetricValue,Scenario,Sequence,Size,Iteration,Tool
Time,2,StatisticBasedCase,Modification,1886620,BasicXform,7,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,49804032,BasicXform,7,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,17436,BasicXform,8,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,49804592,BasicXform,8,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,60348408,BasicXform,8,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,70892024,BasicXform,8,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Modification,1927288,BasicXform,9,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,49838216,BasicXform,9,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,17578,BasicXform,10,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,49838776,BasicXform,10,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,70926208,BasicXform,10,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,60382592,BasicXform,10,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Modification,1917834,BasicXform,11,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,49873016,BasicXform,11,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,19005,BasicXform,12,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,49873600,BasicXform,12,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,60417416,BasicXform,12,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,70961032,BasicXform,12,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Modification,1946001,BasicXform,13,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,49907368,BasicXform,13,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,16447,BasicXform,14,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,49907928,BasicXform,14,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,70995360,BasicXform,14,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,70995360,BasicXform,14,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,EMFResourceInitialization,208600,BasicXform,1,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,EMFResourceInitialization,11202928,BasicXform,1,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Generation,282305981,BasicXform,2,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Generation,14542592,BasicXform,2,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Initialization,166196918,BasicXform,3,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Initialization,16319560,BasicXform,3,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,Initialization,43668548,BasicXform,3,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,Initialization,54411232,BasicXform,3,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation1,196300046,BasicXform,4,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation1,18639512,BasicXform,4,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation1,59290760,BasicXform,4,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation1,48548092,BasicXform,4,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Modification,4352823,BasicXform,5,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,18879352,BasicXform,5,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,24369,BasicXform,6,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,18879912,BasicXform,6,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,40365232,BasicXform,6,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,40365232,BasicXform,6,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Modification,3551487,BasicXform,7,2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,18916224,BasicXform,7,2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,25182,BasicXform,8,2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,18916784,BasicXform,8,2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,40402104,BasicXform,8,2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,40402104,BasicXform,8,2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Modification,3886744,BasicXform,9,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,18969072,BasicXform,9,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,25380,BasicXform,10,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,18968392,BasicXform,10,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,61940296,BasicXform,10,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,40454952,BasicXform,10,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Modification,3560613,BasicXform,11,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,19015856,BasicXform,11,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,23572,BasicXform,12,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,19016440,BasicXform,12,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,40501760,BasicXform,12,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,29759200,BasicXform,12,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Modification,3538649,BasicXform,13,2,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,19051168,BasicXform,13,2,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,24608,BasicXform,14,2,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,19051728,BasicXform,14,2,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,40537048,BasicXform,14,2,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,40537048,BasicXform,14,2,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,EMFResourceInitialization,478102,BasicXform,1,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,EMFResourceInitialization,11274480,BasicXform,1,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Generation,5503481661,BasicXform,2,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Generation,199156408,BasicXform,2,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Initialization,577294365,BasicXform,3,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Initialization,85082304,BasicXform,3,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,Initialization,207338192,BasicXform,3,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,Initialization,357735560,BasicXform,3,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation1,266589990,BasicXform,4,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation1,101972904,BasicXform,4,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation1,171024148,BasicXform,4,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation1,213994800,BasicXform,4,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,452373,BasicXform,5,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,101997432,BasicXform,5,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,292636536,BasicXform,6,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,102037760,BasicXform,6,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,316851456,BasicXform,6,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,209424712,BasicXform,6,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,414961,BasicXform,7,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,102046880,BasicXform,7,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,270548273,BasicXform,8,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,102061384,BasicXform,8,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,209474088,BasicXform,8,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,273930096,BasicXform,8,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,414591,BasicXform,9,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,102070264,BasicXform,9,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,280600389,BasicXform,10,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,102084440,BasicXform,10,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,209497460,BasicXform,10,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,273953456,BasicXform,10,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,405811,BasicXform,11,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,102093504,BasicXform,11,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,231477345,BasicXform,12,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,102107904,BasicXform,12,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,273976680,BasicXform,12,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,209520704,BasicXform,12,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,368824,BasicXform,13,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,102117128,BasicXform,13,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,227771648,BasicXform,14,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,102131192,BasicXform,14,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,274000360,BasicXform,14,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,209544344,BasicXform,14,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,EMFResourceInitialization,184476,BasicXform,1,1,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,EMFResourceInitialization,10988312,BasicXform,1,1,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Generation,169307980,BasicXform,2,1,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Generation,13036152,BasicXform,2,1,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Initialization,18099,BasicXform,3,1,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Initialization,11104144,BasicXform,3,1,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,Initialization,21847728,BasicXform,3,1,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,Initialization,32591112,BasicXform,3,1,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation1,179575895,BasicXform,4,1,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation1,11296832,BasicXform,4,1,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation1,182988468,BasicXform,4,1,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation1,333386936,BasicXform,4,1,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,106310,BasicXform,5,1,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,11297216,BasicXform,5,1,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,115881946,BasicXform,6,1,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,11357240,BasicXform,6,1,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,333580672,BasicXform,6,1,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,183181884,BasicXform,6,1,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,53352,BasicXform,7,1,2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,11357624,BasicXform,7,1,2,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,117111683,BasicXform,8,1,2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,11421872,BasicXform,8,1,2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,333640960,BasicXform,8,1,2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,183242232,BasicXform,8,1,2,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,61663,BasicXform,9,1,3,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,11422296,BasicXform,9,1,3,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,117852221,BasicXform,10,1,3,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,11482224,BasicXform,10,1,3,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,333706240,BasicXform,10,1,3,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,183307208,BasicXform,10,1,3,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,50754,BasicXform,11,1,4,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,11482632,BasicXform,11,1,4,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,119696304,BasicXform,12,1,4,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,11558912,BasicXform,12,1,4,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,183367164,BasicXform,12,1,4,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,333765792,BasicXform,12,1,4,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,87114,BasicXform,13,1,5,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,11559296,BasicXform,13,1,5,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,120656451,BasicXform,14,1,5,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,11622696,BasicXform,14,1,5,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,194186768,BasicXform,14,1,5,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,355328360,BasicXform,14,1,5,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,EMFResourceInitialization,270150,BasicXform,1,2,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,EMFResourceInitialization,10999000,BasicXform,1,2,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Generation,298908145,BasicXform,2,2,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Generation,14260256,BasicXform,2,2,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Initialization,16123,BasicXform,3,2,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Initialization,11233656,BasicXform,3,2,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,Initialization,21976032,BasicXform,3,2,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,Initialization,32718408,BasicXform,3,2,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation1,644295790,BasicXform,4,2,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation1,11629952,BasicXform,4,2,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation1,86001904,BasicXform,4,2,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation1,1085926048,BasicXform,4,2,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,104039,BasicXform,5,2,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,11630328,BasicXform,5,2,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,450737636,BasicXform,6,2,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,11747032,BasicXform,6,2,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,76044132,BasicXform,6,2,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,1086355552,BasicXform,6,2,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,101093,BasicXform,7,2,2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,11747408,BasicXform,7,2,2,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,453831282,BasicXform,8,2,2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,11871760,BasicXform,8,2,2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,1086472632,BasicXform,8,2,2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,87395300,BasicXform,8,2,2,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,63001,BasicXform,9,2,3,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,11872136,BasicXform,9,2,3,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,454823713,BasicXform,10,2,3,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,11986496,BasicXform,10,2,3,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,1086597360,BasicXform,10,2,3,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,87594744,BasicXform,10,2,3,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,72512,BasicXform,11,2,4,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,11986936,BasicXform,11,2,4,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,460042138,BasicXform,12,2,4,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,12127312,BasicXform,12,2,4,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,1086728584,BasicXform,12,2,4,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,85880988,BasicXform,12,2,4,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,62089,BasicXform,13,2,5,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,12127688,BasicXform,13,2,5,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,463087887,BasicXform,14,2,5,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,12248416,BasicXform,14,2,5,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,1218690720,BasicXform,14,2,5,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,629773220,BasicXform,14,2,5,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,EMFResourceInitialization,177389,BasicXform,1,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,EMFResourceInitialization,11335864,BasicXform,1,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Generation,25146260676,BasicXform,2,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Generation,774513024,BasicXform,2,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Initialization,11132,BasicXform,3,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Initialization,19176472,BasicXform,3,32,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,Initialization,24015772,BasicXform,3,32,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,Initialization,76040992,BasicXform,3,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation1,146348344937,BasicXform,4,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation1,27921272,BasicXform,4,32,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation1,1010897840,BasicXform,4,32,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation1,3206360728,BasicXform,4,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,585344,BasicXform,5,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,27921688,BasicXform,5,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,146382719200,BasicXform,6,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,30010424,BasicXform,6,32,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,916431485,BasicXform,6,32,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,2272456624,BasicXform,6,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,541680,BasicXform,7,32,2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,30010808,BasicXform,7,32,2,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,145323037363,BasicXform,8,32,2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,31904696,BasicXform,8,32,2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,2254426144,BasicXform,8,32,2,BATCH_OPTIMIZED-TEMPLATE
