MetricName,Tool,RunIndex,PhaseName,CaseName,Scenario,MetricValue,Sequence,Size,Iteration
Time,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,28862874493,6,16,1
Memory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,16890520,6,16,1
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1451141272,6,16,1
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,649391217,6,16,1
Time,BATCH_OPTIMIZED-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,193069,7,16,2
Memory,BATCH_OPTIMIZED-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,16890608,7,16,2
Time,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,28889517416,8,16,2
Memory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,17925352,8,16,2
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1452234144,8,16,2
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,677561796,8,16,2
Time,BATCH_OPTIMIZED-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,165388,9,16,3
Memory,BATCH_OPTIMIZED-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,17925440,9,16,3
Time,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,29121507168,10,16,3
Memory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,18863520,10,16,3
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,656370383,10,16,3
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1453078432,10,16,3
Time,BATCH_OPTIMIZED-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,219298,11,16,4
Memory,BATCH_OPTIMIZED-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,18863632,11,16,4
Time,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,29038748752,12,16,4
Memory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,20000024,12,16,4
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1454270648,12,16,4
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,699073524,12,16,4
Time,BATCH_OPTIMIZED-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,190742,13,16,5
Memory,BATCH_OPTIMIZED-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,20000608,13,16,5
Time,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,29078209599,14,16,5
Memory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,20941744,14,16,5
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1455006144,14,16,5
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,659270994,14,16,5
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,458647,1,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,9674520,1,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,3811389974,2,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,99763352,2,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,530980381,3,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,58066568,3,16,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,246708024,3,16,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,150802988,3,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,316063506,4,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,68132568,4,16,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,153841156,4,16,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,228571736,4,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,4711181,5,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,68499952,5,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,41423,6,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,68500824,6,16,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,153968704,6,16,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,111019008,6,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,1606539,7,16,2
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,68527608,7,16,2
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,40270,8,16,2
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,68528480,8,16,2
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,111046664,8,16,2
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,111046664,8,16,2
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,1215622,9,16,3
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,68548216,9,16,3
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,15772,10,16,3
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,68549088,10,16,3
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,111067272,10,16,3
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,111067272,10,16,3
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,1428841,11,16,4
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,68568704,11,16,4
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,15578,12,16,4
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,68569800,12,16,4
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,89828792,12,16,4
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,111087784,12,16,4
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,1295558,13,16,5
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,68588864,13,16,5
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,14866,14,16,5
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,68589736,14,16,5
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,111107920,14,16,5
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,111107920,14,16,5
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,281169,1,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,9518272,1,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,95219280,2,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,11886760,2,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,66837880,3,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,12900520,3,2,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,41972232,3,2,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,52709656,3,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,57531985,4,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,13981536,4,2,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,45113368,4,2,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,55850792,4,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,3321547,5,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,14045576,5,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,20697,6,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,14046448,6,2,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,35521208,6,2,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,35521208,6,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,2203696,7,2,2
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,14071840,7,2,2
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,15214,8,2,2
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,35547888,8,2,2
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,24810192,8,2,2
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,35547472,8,2,2
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,2636890,9,2,3
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,14101768,9,2,3
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,16664,10,2,3
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,14102640,10,2,3
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,35577400,10,2,3
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,24840120,10,2,3
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,2382957,11,2,4
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,14125408,11,2,4
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,21156,12,2,4
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,14126304,12,2,4
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,24863784,12,2,4
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,35601064,12,2,4
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,2455989,13,2,5
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,14148496,13,2,5
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,17131,14,2,5
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,14149568,14,2,5
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,35624128,14,2,5
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,35624128,14,2,5
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,EMFResourceInitialization,StatisticBasedCase,BasicXform,628214,1,1,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,EMFResourceInitialization,StatisticBasedCase,BasicXform,9369664,1,1,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Generation,StatisticBasedCase,BasicXform,55715798,2,1,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Generation,StatisticBasedCase,BasicXform,10542120,2,1,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,33949906,3,1,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,10612096,3,1,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,52432568,3,1,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,41695144,3,1,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,13617642,4,1,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,10979352,4,1,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,32087528,4,1,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,32087528,4,1,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,298687,5,1,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,10983672,5,1,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,13892983,6,1,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,11005960,6,1,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,32459304,6,1,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,32459304,6,1,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,214745,7,1,2
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,11011008,7,1,2
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,13158208,8,1,2
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,11018440,8,1,2
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,53961496,8,1,2
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,32486640,8,1,2
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,183083,9,1,3
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,11021640,9,1,3
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,13253852,10,1,3
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,11028888,10,1,3
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,32497272,10,1,3
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,32497272,10,1,3
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,234679,11,1,4
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,11032296,11,1,4
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,12890653,12,1,4
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,11070192,12,1,4
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,32507952,12,1,4
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,32507952,12,1,4
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,262929,13,1,5
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,11073704,13,1,5
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,13221959,14,1,5
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,11081000,14,1,5
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,32549336,14,1,5
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,32549336,14,1,5
Time,BATCH_OPTIMIZED-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,403287,1,1,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,9224016,1,1,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,78830834,2,1,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,10382864,2,1,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,21013,3,1,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,9338976,3,1,1
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,30813416,3,1,1
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,30813416,3,1,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,93165526,4,1,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,9528024,4,1,1
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,245564784,4,1,1
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,138189556,4,1,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,94666,5,1,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,9528112,5,1,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,90536434,6,1,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,9586656,6,1,1
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,138378872,6,1,1
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,245753952,6,1,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,52552,7,1,2
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,9586744,7,1,2
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,91761331,8,1,2
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,9649864,8,1,2
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,138438056,8,1,2
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,245813688,8,1,2
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,104096,9,1,3
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,9649952,9,1,3
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,95749745,10,1,3
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,9709192,10,1,3
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,288827120,10,1,3
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,149238948,10,1,3
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,52680,11,1,4
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,9709304,11,1,4
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,94686559,12,1,4
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,9784400,12,1,4
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,267410552,12,1,4
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,149297780,12,1,4
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,112806,13,1,5
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,9784536,13,1,5
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,95270084,14,1,5
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,9846672,14,1,5
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,267487208,14,1,5
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,149373712,14,1,5
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,EMFResourceInitialization,StatisticBasedCase,BasicXform,434780,1,1,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,EMFResourceInitialization,StatisticBasedCase,BasicXform,9505432,1,1,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Generation,StatisticBasedCase,BasicXform,51871825,2,1,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Generation,StatisticBasedCase,BasicXform,10697056,2,1,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,49060635,3,1,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,11614016,3,1,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,52567456,3,1,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,41830032,3,1,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,30754782,4,1,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,12118728,4,1,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,65301776,4,1,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,43826912,4,1,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,3211121,5,1,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,12166832,5,1,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,18532,6,1,1
