Sequence,RunIndex,CaseName,Size,Scenario,MetricName,Tool,MetricValue,Iteration,PhaseName
3,2,StatisticBasedCase,32,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,957373600,1,Initialization
4,2,StatisticBasedCase,32,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,305333224,1,M2MTransformation1
4,2,StatisticBasedCase,32,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,420140680,1,M2MTransformation1
4,2,StatisticBasedCase,32,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,517794500,1,M2MTransformation1
4,2,StatisticBasedCase,32,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,635251088,1,M2MTransformation1
5,2,StatisticBasedCase,32,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,574176,1,Modification
5,2,StatisticBasedCase,32,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,420187896,1,Modification
6,2,StatisticBasedCase,32,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,450453651,1,M2MTransformation2
6,2,StatisticBasedCase,32,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,420247216,1,M2MTransformation2
6,2,StatisticBasedCase,32,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,647667620,1,M2MTransformation2
6,2,StatisticBasedCase,32,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,810152784,1,M2MTransformation2
7,2,StatisticBasedCase,32,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,595040,2,Modification
7,2,StatisticBasedCase,32,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,420265424,2,Modification
8,2,StatisticBasedCase,32,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,456065626,2,M2MTransformation2
8,2,StatisticBasedCase,32,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,420291016,2,M2MTransformation2
8,2,StatisticBasedCase,32,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,649138588,2,M2MTransformation2
8,2,StatisticBasedCase,32,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,812619032,2,M2MTransformation2
9,2,StatisticBasedCase,32,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,811664,3,Modification
9,2,StatisticBasedCase,32,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,420309368,3,Modification
10,2,StatisticBasedCase,32,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,451658237,3,M2MTransformation2
10,2,StatisticBasedCase,32,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,420334936,3,M2MTransformation2
10,2,StatisticBasedCase,32,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,812663008,3,M2MTransformation2
10,2,StatisticBasedCase,32,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,649182548,3,M2MTransformation2
11,2,StatisticBasedCase,32,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,625750,4,Modification
11,2,StatisticBasedCase,32,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,420353472,4,Modification
12,2,StatisticBasedCase,32,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,441127665,4,M2MTransformation2
12,2,StatisticBasedCase,32,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,420379376,4,M2MTransformation2
12,2,StatisticBasedCase,32,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,649226776,4,M2MTransformation2
12,2,StatisticBasedCase,32,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,812707336,4,M2MTransformation2
13,2,StatisticBasedCase,32,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,585712,5,Modification
13,2,StatisticBasedCase,32,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,420398200,5,Modification
14,2,StatisticBasedCase,32,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,669678375,5,M2MTransformation2
14,2,StatisticBasedCase,32,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,420423792,5,M2MTransformation2
14,2,StatisticBasedCase,32,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,812751992,5,M2MTransformation2
14,2,StatisticBasedCase,32,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,649271456,5,M2MTransformation2
1,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,284846,1,EMFResourceInitialization
1,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11216088,1,EMFResourceInitialization
2,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2909014473,1,Generation
2,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,203580256,1,Generation
3,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,250489601,1,Initialization
3,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,90754808,1,Initialization
3,2,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,228174824,1,Initialization
3,2,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,142463796,1,Initialization
4,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,170469333,1,M2MTransformation1
4,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128369928,1,M2MTransformation1
4,2,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,197894116,1,M2MTransformation1
4,2,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,262177376,1,M2MTransformation1
5,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,371055,1,Modification
5,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128394584,1,Modification
6,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,225284593,1,M2MTransformation2
6,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128444392,1,M2MTransformation2
6,2,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,235534088,1,M2MTransformation2
6,2,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,299817536,1,M2MTransformation2
7,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,346043,2,Modification
7,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128454424,2,Modification
8,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,212802288,2,M2MTransformation2
8,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128483808,2,M2MTransformation2
8,2,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,235593768,2,M2MTransformation2
8,2,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,299877056,2,M2MTransformation2
9,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,336122,3,Modification
9,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128493984,3,Modification
10,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,207364680,3,M2MTransformation2
10,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128523392,3,M2MTransformation2
10,2,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,235633348,3,M2MTransformation2
10,2,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,299916656,3,M2MTransformation2
11,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,356184,4,Modification
11,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128533752,4,Modification
12,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,249383166,4,M2MTransformation2
12,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128563496,4,M2MTransformation2
12,2,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,235673120,4,M2MTransformation2
12,2,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,342927072,4,M2MTransformation2
13,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,491788,5,Modification
13,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128574016,5,Modification
14,2,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,206516046,5,M2MTransformation2
14,2,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128603424,5,M2MTransformation2
14,2,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,235713336,5,M2MTransformation2
14,2,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,299996600,5,M2MTransformation2
1,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,881203,1,EMFResourceInitialization
1,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11764784,1,EMFResourceInitialization
2,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,96475287746,1,Generation
2,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3448801904,1,Generation
3,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8518087654,1,Initialization
3,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1694602840,1,Initialization
3,3,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3408284128,1,Initialization
3,3,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1519252850,1,Initialization
4,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,729430263,1,M2MTransformation1
4,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1899199088,1,M2MTransformation1
4,3,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2066231400,1,M2MTransformation1
4,3,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2414632680,1,M2MTransformation1
5,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1104618,1,Modification
5,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1899288304,1,Modification
6,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1149615989,1,M2MTransformation2
6,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1899458912,1,M2MTransformation2
6,3,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2430749445,1,M2MTransformation2
6,3,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2754810832,1,M2MTransformation2
7,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1080274,2,Modification
7,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1899490448,2,Modification
8,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1143891761,2,M2MTransformation2
8,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1899519888,2,M2MTransformation2
8,3,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2430951509,2,M2MTransformation2
8,3,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2755012872,2,M2MTransformation2
9,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1044072,3,Modification
9,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1899551568,3,Modification
10,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1147976199,3,M2MTransformation2
10,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1899581048,3,M2MTransformation2
10,3,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2431012600,3,M2MTransformation2
10,3,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2755073872,3,M2MTransformation2
11,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1074864,4,Modification
11,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1899612944,4,Modification
12,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1149202064,4,M2MTransformation2
12,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1899642696,4,M2MTransformation2
12,3,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2755135344,4,M2MTransformation2
12,3,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2431073989,4,M2MTransformation2
13,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1073562,5,Modification
13,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1899674688,5,Modification
14,3,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1139309324,5,M2MTransformation2
14,3,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1899704184,5,M2MTransformation2
14,3,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2431135701,5,M2MTransformation2
14,3,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2755197112,5,M2MTransformation2
1,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,517221,1,EMFResourceInitialization
1,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11762256,1,EMFResourceInitialization
2,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,94260944357,1,Generation
2,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3448138600,1,Generation
3,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9885907199,1,Initialization
3,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1697706384,1,Initialization
3,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3415514216,1,Initialization
3,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1463906960,1,Initialization
4,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,695537740,1,M2MTransformation1
4,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888150176,1,M2MTransformation1
4,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2061552284,1,M2MTransformation1
4,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2401923776,1,M2MTransformation1
5,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1099357,1,Modification
5,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888240592,1,Modification
6,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1084043692,1,M2MTransformation2
6,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888436320,1,M2MTransformation2
6,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2431375338,1,M2MTransformation2
6,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2722813192,1,M2MTransformation2
7,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1077409,2,Modification
7,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888469088,2,Modification
8,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1088908578,2,M2MTransformation2
8,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888496832,2,M2MTransformation2
8,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2431604010,2,M2MTransformation2
8,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2723042040,2,M2MTransformation2
9,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1102333,3,Modification
9,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888529744,3,Modification
10,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1080138238,3,M2MTransformation2
10,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888557464,3,M2MTransformation2
10,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2723102368,3,M2MTransformation2
10,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2431664490,3,M2MTransformation2
11,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1047922,4,Modification
11,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888590560,4,Modification
12,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1076576154,4,M2MTransformation2
12,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888618640,4,M2MTransformation2
12,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2723163136,4,M2MTransformation2
12,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2431725298,4,M2MTransformation2
13,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1114399,5,Modification
13,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888652120,5,Modification
14,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1080863974,5,M2MTransformation2
14,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888679896,5,M2MTransformation2
14,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2431786770,5,M2MTransformation2
14,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2723224560,5,M2MTransformation2
1,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,407694,1,EMFResourceInitialization
1,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11848008,1,EMFResourceInitialization
2,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,94301492206,1,Generation
2,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3447364600,1,Generation
3,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9793052064,1,Initialization
3,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1759739288,1,Initialization
3,2,StatisticBasedCase,64,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1560774413,1,Initialization
3,2,StatisticBasedCase,64,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3746593568,1,Initialization
4,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1726183164,1,M2MTransformation1
4,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1883525944,1,M2MTransformation1
4,2,StatisticBasedCase,64,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2165430338,1,M2MTransformation1
4,2,StatisticBasedCase,64,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2523782016,1,M2MTransformation1
5,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15402120,1,Modification
5,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1894392104,1,Modification
6,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12046,1,M2MTransformation2
6,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1894392672,1,M2MTransformation2
6,2,StatisticBasedCase,64,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1950850728,1,M2MTransformation2
6,2,StatisticBasedCase,64,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1936529704,1,M2MTransformation2
7,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1735303,2,Modification
7,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1894459520,2,Modification
8,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20150,2,M2MTransformation2
8,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1938595016,2,M2MTransformation2
8,2,StatisticBasedCase,64,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1817485844,2,M2MTransformation2
8,2,StatisticBasedCase,64,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1937643656,2,M2MTransformation2
9,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1660303,3,Modification
9,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1894527640,3,Modification
10,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11174,3,M2MTransformation2
10,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1894528488,3,M2MTransformation2
10,2,StatisticBasedCase,64,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1937711744,3,M2MTransformation2
10,2,StatisticBasedCase,64,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1916120076,3,M2MTransformation2
11,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2446079,4,Modification
11,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1894596024,4,Modification
12,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10793,4,M2MTransformation2
12,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1894596616,4,M2MTransformation2
12,2,StatisticBasedCase,64,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1937160004,4,M2MTransformation2
12,2,StatisticBasedCase,64,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1937780152,4,M2MTransformation2
13,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1718135,5,Modification
13,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1894663688,5,Modification
14,2,StatisticBasedCase,64,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11213,5,M2MTransformation2
14,2,StatisticBasedCase,64,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1894664568,5,M2MTransformation2
14,2,StatisticBasedCase,64,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1937847792,5,M2MTransformation2
14,2,StatisticBasedCase,64,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1916256124,5,M2MTransformation2
