Sequence,Iteration,Scenario,Tool,RunIndex,CaseName,PhaseName,MetricName,Size,MetricValue
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation1,AverageMemory,64,657426346
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Modification,Time,64,1174935
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Modification,Memory,64,226823768
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,64,1178569211
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,64,226835160
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,64,1012096904
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,64,712945565
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Modification,Time,64,664312
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Modification,Memory,64,226835176
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,64,1114679601
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,64,226839000
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,64,1050180816
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,64,725420309
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Modification,Time,64,724983
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Modification,Memory,64,226839016
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,64,1068511443
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,64,226843160
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,64,737890189
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,64,1012112336
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Modification,Time,64,691596
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Modification,Memory,64,226843200
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,64,1066658942
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,64,226844728
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,64,1012116096
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,64,737894104
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Modification,Time,64,649239
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Modification,Memory,64,226844768
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,64,1042551553
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,64,226859608
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,64,1012117680
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,64,750360298
1,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Time,16,254399
1,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Memory,16,9390536
2,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Generation,Time,16,3691018301
2,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Generation,Memory,16,99495840
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Initialization,Time,16,28902
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Initialization,Memory,16,12100264
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Initialization,PeakMemory,16,53694808
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Initialization,AverageMemory,16,32897636
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Time,16,30679806619
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Memory,16,15998752
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,AverageMemory,16,1349747037
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,PeakMemory,16,3249337736
5,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Modification,Time,16,344794
5,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Modification,Memory,16,15998872
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,16,30402173606
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,16,17042704
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,16,1125527134
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,16,3226292808
7,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Modification,Time,16,205974
7,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Modification,Memory,16,17042792
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,16,30720355206
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,16,17990024
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,16,3220963272
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,16,895185023
9,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Modification,Time,16,185202
9,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Modification,Memory,16,17990112
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,16,30593839757
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,16,19135592
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,16,3213866096
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,16,857155720
11,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Modification,Time,16,196441
11,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Modification,Memory,16,19135704
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,16,30609493038
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,16,20086280
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,16,3208910704
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,16,1138530899
13,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Modification,Time,16,183454
13,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,Modification,Memory,16,20086392
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,16,30740775503
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,16,21038320
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,16,3209277656
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,16,1170702167
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Time,64,275502
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Memory,64,10162232
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Generation,Time,64,69988321024
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Generation,Memory,64,1721538600
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Initialization,Time,64,2012595827
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Initialization,Memory,64,206164960
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Initialization,PeakMemory,64,724662264
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Initialization,AverageMemory,64,440535276
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Time,64,1504348127
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Memory,64,260220736
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,AverageMemory,64,626239866
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,PeakMemory,64,984538672
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Time,64,940228
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Memory,64,260221376
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,64,1265659208
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,64,260224176
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,64,1038595936
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,64,729717448
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Time,64,635458
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Memory,64,260224576
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,64,1182882843
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,64,260227544
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,64,1076306160
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,64,742075962
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Time,64,586603
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Memory,64,260227944
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,64,1135792654
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,64,260241816
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,64,1038602072
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,64,754434008
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Time,64,558972
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Memory,64,260242240
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,64,1127253899
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,64,260236648
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,64,754448597
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,64,1038616784
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Time,64,285641
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Memory,64,260237072
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,64,1127526218
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,64,260251304
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,64,1038611728
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,64,754443501
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Time,1,380313
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Memory,1,9458880
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Generation,Time,1,59506285
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Generation,Memory,1,10618968
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Initialization,Time,1,63232923
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Initialization,Memory,1,11953736
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Initialization,PeakMemory,1,95473376
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Initialization,AverageMemory,1,52523652
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Time,1,25440093
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Memory,1,12228488
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,AverageMemory,1,33429216
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,PeakMemory,1,33429216
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Time,1,203826
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Memory,1,12228528
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,1,25417925
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,1,12234968
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,1,33704208
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,1,33704208
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Time,1,117995
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Memory,1,12234752
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,1,24609903
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,1,12241152
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,1,33710432
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,1,33710432
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Time,1,135572
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Memory,1,12240936
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,1,24694119
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,1,12248184
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,1,33716616
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,1,33716616
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Time,1,97861
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Memory,1,12247240
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,1,25502324
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,1,12255776
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,1,33722944
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,1,33722944
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Time,1,148332
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Memory,1,12255560
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,1,26161485
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,1,12262936
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,1,33731240
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,1,33731240
1,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Time,4,446584
1,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Memory,4,9400568
2,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Generation,Time,4,268067221
2,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Generation,Memory,4,16049912
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Initialization,Time,4,57660045
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Initialization,Memory,4,13636048
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Initialization,PeakMemory,4,52841472
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Initialization,AverageMemory,4,42104048
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Time,4,39872074
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Memory,4,15123448
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,PeakMemory,4,35111480
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,AverageMemory,4,35111480
5,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Modification,Time,4,395146
5,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Modification,Memory,4,15128112
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,4,41448063
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,4,15189616
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,4,36603744
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,4,36603744
7,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Modification,Time,4,260747
7,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Modification,Memory,4,15192408
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,4,39458498
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,4,15198272
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,4,36668040
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,4,58142896
9,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Modification,Time,4,260530
9,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Modification,Memory,4,15203112
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,4,37182007
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,4,15209048
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,4,58153600
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,4,36678744
11,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Modification,Time,4,380925
11,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,Modification,Memory,4,15213848
12,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,4,47015613
12,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,4,15348896
