PhaseName,Sequence,Size,Scenario,RunIndex,CaseName,MetricValue,Iteration,Tool,MetricName
Modification,9,4,BasicXform,1,StatisticBasedCase,421049,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,9,4,BasicXform,1,StatisticBasedCase,14975584,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,10,4,BasicXform,1,StatisticBasedCase,39782505,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,10,4,BasicXform,1,StatisticBasedCase,14984760,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,10,4,BasicXform,1,StatisticBasedCase,36451216,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,10,4,BasicXform,1,StatisticBasedCase,36451216,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,11,4,BasicXform,1,StatisticBasedCase,361709,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,11,4,BasicXform,1,StatisticBasedCase,14993144,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,12,4,BasicXform,1,StatisticBasedCase,37622356,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,12,4,BasicXform,1,StatisticBasedCase,15100328,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,12,4,BasicXform,1,StatisticBasedCase,36468800,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
M2MTransformation2,12,4,BasicXform,1,StatisticBasedCase,36468800,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
Modification,13,4,BasicXform,1,StatisticBasedCase,335757,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,13,4,BasicXform,1,StatisticBasedCase,15108768,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,14,4,BasicXform,1,StatisticBasedCase,36318775,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,14,4,BasicXform,1,StatisticBasedCase,15117672,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,14,4,BasicXform,1,StatisticBasedCase,36584400,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,14,4,BasicXform,1,StatisticBasedCase,36584400,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
EMFResourceInitialization,1,16,BasicXform,3,StatisticBasedCase,587816,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
EMFResourceInitialization,1,16,BasicXform,3,StatisticBasedCase,9676128,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Generation,2,16,BasicXform,3,StatisticBasedCase,3833298151,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Generation,2,16,BasicXform,3,StatisticBasedCase,99767480,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,16,BasicXform,3,StatisticBasedCase,515849200,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Initialization,3,16,BasicXform,3,StatisticBasedCase,58070328,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,16,BasicXform,3,StatisticBasedCase,243026984,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Initialization,3,16,BasicXform,3,StatisticBasedCase,148622300,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation1,4,16,BasicXform,3,StatisticBasedCase,328251243,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation1,4,16,BasicXform,3,StatisticBasedCase,68132712,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation1,4,16,BasicXform,3,StatisticBasedCase,152475672,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation1,4,16,BasicXform,3,StatisticBasedCase,226521656,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,5,16,BasicXform,3,StatisticBasedCase,4271398,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,5,16,BasicXform,3,StatisticBasedCase,68500160,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,16,BasicXform,3,StatisticBasedCase,44562,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,6,16,BasicXform,3,StatisticBasedCase,68501032,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,16,BasicXform,3,StatisticBasedCase,131809424,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,6,16,BasicXform,3,StatisticBasedCase,110334568,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,7,16,BasicXform,3,StatisticBasedCase,1417450,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,7,16,BasicXform,3,StatisticBasedCase,68527744,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,16,BasicXform,3,StatisticBasedCase,19152,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,8,16,BasicXform,3,StatisticBasedCase,68528616,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,16,BasicXform,3,StatisticBasedCase,110362152,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,8,16,BasicXform,3,StatisticBasedCase,110362152,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,9,16,BasicXform,3,StatisticBasedCase,1460892,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,9,16,BasicXform,3,StatisticBasedCase,68548352,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,16,BasicXform,3,StatisticBasedCase,16542,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,10,16,BasicXform,3,StatisticBasedCase,68549224,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,16,BasicXform,3,StatisticBasedCase,110382760,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,10,16,BasicXform,3,StatisticBasedCase,110382760,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,11,16,BasicXform,3,StatisticBasedCase,1678925,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,11,16,BasicXform,3,StatisticBasedCase,68571024,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,16,BasicXform,3,StatisticBasedCase,17187,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,12,16,BasicXform,3,StatisticBasedCase,68572120,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,16,BasicXform,3,StatisticBasedCase,89488788,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation2,12,16,BasicXform,3,StatisticBasedCase,110405456,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,13,16,BasicXform,3,StatisticBasedCase,1352652,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,13,16,BasicXform,3,StatisticBasedCase,68591184,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,16,BasicXform,3,StatisticBasedCase,16168,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,14,16,BasicXform,3,StatisticBasedCase,68592256,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,16,BasicXform,3,StatisticBasedCase,110425592,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,14,16,BasicXform,3,StatisticBasedCase,89508924,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
EMFResourceInitialization,1,1,BasicXform,1,StatisticBasedCase,338341,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
EMFResourceInitialization,1,1,BasicXform,1,StatisticBasedCase,9506904,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Generation,2,1,BasicXform,1,StatisticBasedCase,51242072,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Generation,2,1,BasicXform,1,StatisticBasedCase,10698736,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,1,BasicXform,1,StatisticBasedCase,49810258,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Initialization,3,1,BasicXform,1,StatisticBasedCase,11615472,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,1,BasicXform,1,StatisticBasedCase,52568960,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Initialization,3,1,BasicXform,1,StatisticBasedCase,41831536,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation1,4,1,BasicXform,1,StatisticBasedCase,33728273,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation1,4,1,BasicXform,1,StatisticBasedCase,12121528,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation1,4,1,BasicXform,1,StatisticBasedCase,65303184,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation1,4,1,BasicXform,1,StatisticBasedCase,43828320,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,5,1,BasicXform,1,StatisticBasedCase,2799268,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,5,1,BasicXform,1,StatisticBasedCase,12169336,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,1,BasicXform,1,StatisticBasedCase,16749,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,6,1,BasicXform,1,StatisticBasedCase,12170208,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,1,BasicXform,1,StatisticBasedCase,33644968,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,6,1,BasicXform,1,StatisticBasedCase,22907688,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,7,1,BasicXform,1,StatisticBasedCase,2762219,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,7,1,BasicXform,1,StatisticBasedCase,12195488,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,1,BasicXform,1,StatisticBasedCase,14945,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,8,1,BasicXform,1,StatisticBasedCase,12197160,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,1,BasicXform,1,StatisticBasedCase,33671120,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,8,1,BasicXform,1,StatisticBasedCase,22933840,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,9,1,BasicXform,1,StatisticBasedCase,2490452,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,9,1,BasicXform,1,StatisticBasedCase,12222760,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,1,BasicXform,1,StatisticBasedCase,17229,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,10,1,BasicXform,1,StatisticBasedCase,12223632,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,1,BasicXform,1,StatisticBasedCase,22961112,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation2,10,1,BasicXform,1,StatisticBasedCase,33698392,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,11,1,BasicXform,1,StatisticBasedCase,2599656,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,11,1,BasicXform,1,StatisticBasedCase,12250472,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,1,BasicXform,1,StatisticBasedCase,18954,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,12,1,BasicXform,1,StatisticBasedCase,12251368,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,1,BasicXform,1,StatisticBasedCase,55200984,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,12,1,BasicXform,1,StatisticBasedCase,33726128,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,13,1,BasicXform,1,StatisticBasedCase,2625030,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,13,1,BasicXform,1,StatisticBasedCase,12275432,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,1,BasicXform,1,StatisticBasedCase,19046,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,14,1,BasicXform,1,StatisticBasedCase,12276304,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,1,BasicXform,1,StatisticBasedCase,33751064,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,14,1,BasicXform,1,StatisticBasedCase,23013784,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
EMFResourceInitialization,1,64,BasicXform,2,StatisticBasedCase,605960,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
EMFResourceInitialization,1,64,BasicXform,2,StatisticBasedCase,10172584,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Generation,2,64,BasicXform,2,StatisticBasedCase,65248447597,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Generation,2,64,BasicXform,2,StatisticBasedCase,1721096568,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Initialization,3,64,BasicXform,2,StatisticBasedCase,3508546898,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Initialization,3,64,BasicXform,2,StatisticBasedCase,196238784,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Initialization,3,64,BasicXform,2,StatisticBasedCase,515660973,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Initialization,3,64,BasicXform,2,StatisticBasedCase,903194072,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation1,4,64,BasicXform,2,StatisticBasedCase,1230989704,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation1,4,64,BasicXform,2,StatisticBasedCase,226830064,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation1,4,64,BasicXform,2,StatisticBasedCase,664348277,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
M2MTransformation1,4,64,BasicXform,2,StatisticBasedCase,972314640,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
Modification,5,64,BasicXform,2,StatisticBasedCase,1108517,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,5,64,BasicXform,2,StatisticBasedCase,226829312,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,6,64,BasicXform,2,StatisticBasedCase,1188589169,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,6,64,BasicXform,2,StatisticBasedCase,226838744,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,6,64,BasicXform,2,StatisticBasedCase,707257877,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
M2MTransformation2,6,64,BasicXform,2,StatisticBasedCase,1002905688,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
Modification,7,64,BasicXform,2,StatisticBasedCase,671055,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,7,64,BasicXform,2,StatisticBasedCase,226838760,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,8,64,BasicXform,2,StatisticBasedCase,1133516829,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,8,64,BasicXform,2,StatisticBasedCase,226841528,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,8,64,BasicXform,2,StatisticBasedCase,1002914952,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,8,64,BasicXform,2,StatisticBasedCase,719585816,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,9,64,BasicXform,2,StatisticBasedCase,654911,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,9,64,BasicXform,2,StatisticBasedCase,226841544,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,10,64,BasicXform,2,StatisticBasedCase,1062808129,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,10,64,BasicXform,2,StatisticBasedCase,226843464,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,10,64,BasicXform,2,StatisticBasedCase,1002918312,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,10,64,BasicXform,2,StatisticBasedCase,744226333,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,11,64,BasicXform,2,StatisticBasedCase,644176,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,11,64,BasicXform,2,StatisticBasedCase,226843504,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,12,64,BasicXform,2,StatisticBasedCase,1054337691,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,12,64,BasicXform,2,StatisticBasedCase,226851320,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,12,64,BasicXform,2,StatisticBasedCase,1002919928,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,12,64,BasicXform,2,StatisticBasedCase,744228074,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,13,64,BasicXform,2,StatisticBasedCase,351305,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,13,64,BasicXform,2,StatisticBasedCase,226851360,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,14,64,BasicXform,2,StatisticBasedCase,1024423167,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,14,64,BasicXform,2,StatisticBasedCase,226855672,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,14,64,BasicXform,2,StatisticBasedCase,756554405,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
M2MTransformation2,14,64,BasicXform,2,StatisticBasedCase,1002927536,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
EMFResourceInitialization,1,1,BasicXform,1,StatisticBasedCase,180075,1,BATCH_OPTIMIZED-TEMPLATE,Time
EMFResourceInitialization,1,1,BasicXform,1,StatisticBasedCase,9221416,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Generation,2,1,BasicXform,1,StatisticBasedCase,71785558,1,BATCH_OPTIMIZED-TEMPLATE,Time
Generation,2,1,BasicXform,1,StatisticBasedCase,10382760,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Initialization,3,1,BasicXform,1,StatisticBasedCase,19088,1,BATCH_OPTIMIZED-TEMPLATE,Time
Initialization,3,1,BasicXform,1,StatisticBasedCase,9339016,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Initialization,3,1,BasicXform,1,StatisticBasedCase,30813408,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Initialization,3,1,BasicXform,1,StatisticBasedCase,20076312,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation1,4,1,BasicXform,1,StatisticBasedCase,99640753,1,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation1,4,1,BasicXform,1,StatisticBasedCase,9528064,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation1,4,1,BasicXform,1,StatisticBasedCase,267039504,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation1,4,1,BasicXform,1,StatisticBasedCase,138189484,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,5,1,BasicXform,1,StatisticBasedCase,68043,1,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,5,1,BasicXform,1,StatisticBasedCase,9528152,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,6,1,BasicXform,1,StatisticBasedCase,95586243,1,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,6,1,BasicXform,1,StatisticBasedCase,9586672,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,6,1,BasicXform,1,StatisticBasedCase,138378864,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation2,6,1,BasicXform,1,StatisticBasedCase,245753944,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Modification,7,1,BasicXform,1,StatisticBasedCase,48484,2,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,7,1,BasicXform,1,StatisticBasedCase,9586760,2,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,8,1,BasicXform,1,StatisticBasedCase,93241021,2,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,8,1,BasicXform,1,StatisticBasedCase,9650016,2,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,8,1,BasicXform,1,StatisticBasedCase,138438204,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation2,8,1,BasicXform,1,StatisticBasedCase,245814016,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Modification,9,1,BasicXform,1,StatisticBasedCase,115300,3,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,9,1,BasicXform,1,StatisticBasedCase,9650104,3,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,10,1,BasicXform,1,StatisticBasedCase,94144992,3,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,10,1,BasicXform,1,StatisticBasedCase,9709432,3,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,10,1,BasicXform,1,StatisticBasedCase,267352392,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,10,1,BasicXform,1,StatisticBasedCase,149239064,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,11,1,BasicXform,1,StatisticBasedCase,50117,4,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,11,1,BasicXform,1,StatisticBasedCase,9709544,4,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,12,1,BasicXform,1,StatisticBasedCase,94924459,4,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,12,1,BasicXform,1,StatisticBasedCase,9784640,4,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,12,1,BasicXform,1,StatisticBasedCase,267411128,4,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,12,1,BasicXform,1,StatisticBasedCase,149298164,4,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,13,1,BasicXform,1,StatisticBasedCase,120552,5,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,13,1,BasicXform,1,StatisticBasedCase,9784776,5,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,14,1,BasicXform,1,StatisticBasedCase,96794702,5,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,14,1,BasicXform,1,StatisticBasedCase,9846912,5,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,14,1,BasicXform,1,StatisticBasedCase,267486496,5,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,14,1,BasicXform,1,StatisticBasedCase,149373452,5,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
EMFResourceInitialization,1,1,BasicXform,2,StatisticBasedCase,412372,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
EMFResourceInitialization,1,1,BasicXform,2,StatisticBasedCase,9368440,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
Generation,2,1,BasicXform,2,StatisticBasedCase,53059584,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Generation,2,1,BasicXform,2,StatisticBasedCase,10540896,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
Initialization,3,1,BasicXform,2,StatisticBasedCase,33507411,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Initialization,3,1,BasicXform,2,StatisticBasedCase,10611208,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
Initialization,3,1,BasicXform,2,StatisticBasedCase,52431480,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
Initialization,3,1,BasicXform,2,StatisticBasedCase,41694056,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
M2MTransformation1,4,1,BasicXform,2,StatisticBasedCase,12250898,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation1,4,1,BasicXform,2,StatisticBasedCase,10978288,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation1,4,1,BasicXform,2,StatisticBasedCase,32086640,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation1,4,1,BasicXform,2,StatisticBasedCase,32086640,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,5,1,BasicXform,2,StatisticBasedCase,236680,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,5,1,BasicXform,2,StatisticBasedCase,10982608,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,6,1,BasicXform,2,StatisticBasedCase,14849087,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,6,1,BasicXform,2,StatisticBasedCase,11005200,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,6,1,BasicXform,2,StatisticBasedCase,32458240,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
M2MTransformation2,6,1,BasicXform,2,StatisticBasedCase,32458240,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
