PhaseName,RunIndex,Size,MetricName,Sequence,Tool,Iteration,CaseName,Scenario,MetricValue
M2MTransformation1,1,8,AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,112557904
M2MTransformation1,1,8,PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,187756744
Modification,1,8,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,220655
Modification,1,8,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,18906816
M2MTransformation2,1,8,Time,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,189582428
M2MTransformation2,1,8,Memory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,18914008
M2MTransformation2,1,8,AverageMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,115591412
M2MTransformation2,1,8,PeakMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,190790128
Modification,1,8,Time,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,182886
Modification,1,8,Memory,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,18914808
M2MTransformation2,1,8,Time,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,175328532
M2MTransformation2,1,8,Memory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,18929856
M2MTransformation2,1,8,AverageMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,115599388
M2MTransformation2,1,8,PeakMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,190798088
Modification,1,8,Time,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,165489
Modification,1,8,Memory,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,18930656
M2MTransformation2,1,8,Time,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,164769400
M2MTransformation2,1,8,Memory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,18937800
M2MTransformation2,1,8,AverageMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,115615272
M2MTransformation2,1,8,PeakMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,190814008
Modification,1,8,Time,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,173047
Modification,1,8,Memory,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,18938624
M2MTransformation2,1,8,Time,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,160056903
M2MTransformation2,1,8,Memory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,18945752
M2MTransformation2,1,8,AverageMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,115623316
M2MTransformation2,1,8,PeakMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,190822104
Modification,1,8,Time,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,162004
Modification,1,8,Memory,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,18946592
M2MTransformation2,1,8,Time,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,162308705
M2MTransformation2,1,8,Memory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,18954376
M2MTransformation2,1,8,AverageMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,115631228
M2MTransformation2,1,8,PeakMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,190829984
EMFResourceInitialization,2,32,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,571088
EMFResourceInitialization,2,32,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,11433128
Generation,2,32,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,13641456674
Generation,2,32,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,804426456
Initialization,2,32,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,491827135
Initialization,2,32,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,49967264
Initialization,2,32,AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,133143640
Initialization,2,32,PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,190081328
M2MTransformation1,2,32,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,850718869
M2MTransformation1,2,32,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,64796768
M2MTransformation1,2,32,AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,413236652
M2MTransformation1,2,32,PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,715960720
Modification,2,32,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,601799
Modification,2,32,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,64796832
M2MTransformation2,2,32,Time,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,666671640
M2MTransformation2,2,32,Memory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,64893960
M2MTransformation2,2,32,PeakMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,773582448
M2MTransformation2,2,32,AverageMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,451407408
Modification,2,32,Time,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,551308
Modification,2,32,Memory,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,64894760
M2MTransformation2,2,32,Time,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,587266436
M2MTransformation2,2,32,Memory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,64901192
M2MTransformation2,2,32,AverageMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,451505404
M2MTransformation2,2,32,PeakMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,773680512
Modification,2,32,Time,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,613326
Modification,2,32,Memory,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,64901992
M2MTransformation2,2,32,Time,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,596902435
M2MTransformation2,2,32,Memory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,64908424
M2MTransformation2,2,32,AverageMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,451512548
M2MTransformation2,2,32,PeakMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,773687568
Modification,2,32,Time,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,501676
Modification,2,32,Memory,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,64909248
M2MTransformation2,2,32,Time,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,514104825
M2MTransformation2,2,32,Memory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,64915832
M2MTransformation2,2,32,PeakMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,773695000
M2MTransformation2,2,32,AverageMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,451519904
Modification,2,32,Time,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,443925
Modification,2,32,Memory,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,64916656
M2MTransformation2,2,32,Time,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,514093547
M2MTransformation2,2,32,Memory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,64923016
M2MTransformation2,2,32,AverageMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,451527220
M2MTransformation2,2,32,PeakMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,773702248
EMFResourceInitialization,1,4,Time,1,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,376522
EMFResourceInitialization,1,4,Memory,1,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,10971512
Generation,1,4,Time,2,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,697911751
Generation,1,4,Memory,2,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,25153368
Initialization,1,4,Time,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,20459
Initialization,1,4,Memory,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,11463624
Initialization,1,4,PeakMemory,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,32948576
Initialization,1,4,AverageMemory,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,32948576
M2MTransformation1,1,4,Time,4,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,1964453325
M2MTransformation1,1,4,Memory,4,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,12286792
M2MTransformation1,1,4,AverageMemory,4,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,484724226
M2MTransformation1,1,4,PeakMemory,4,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,1086614808
Modification,1,4,Time,5,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,162320
Modification,1,4,Memory,5,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,12287208
M2MTransformation2,1,4,Time,6,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,1938905009
M2MTransformation2,1,4,Memory,6,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,12527168
M2MTransformation2,1,4,AverageMemory,6,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,307459274
M2MTransformation2,1,4,PeakMemory,6,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,1440808528
Modification,1,4,Time,7,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,118449
Modification,1,4,Memory,7,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,12527552
M2MTransformation2,1,4,Time,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,1936638635
M2MTransformation2,1,4,Memory,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,12781640
M2MTransformation2,1,4,AverageMemory,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,780287562
M2MTransformation2,1,4,PeakMemory,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,1442963800
Modification,1,4,Time,9,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,86181
Modification,1,4,Memory,9,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,12782024
M2MTransformation2,1,4,Time,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,1940888642
M2MTransformation2,1,4,Memory,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,13012648
M2MTransformation2,1,4,AverageMemory,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,796648458
M2MTransformation2,1,4,PeakMemory,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,1444193040
Modification,1,4,Time,11,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,85546
Modification,1,4,Memory,11,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,13013056
M2MTransformation2,1,4,Time,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,1947715669
M2MTransformation2,1,4,Memory,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,13302744
M2MTransformation2,1,4,PeakMemory,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,1445237264
M2MTransformation2,1,4,AverageMemory,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,797292898
Modification,1,4,Time,13,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,113111
Modification,1,4,Memory,13,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,13303152
M2MTransformation2,1,4,Time,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,2064255667
M2MTransformation2,1,4,Memory,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,13537448
M2MTransformation2,1,4,PeakMemory,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,1445476024
M2MTransformation2,1,4,AverageMemory,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,838067969
EMFResourceInitialization,1,2,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,731412
EMFResourceInitialization,1,2,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,11096672
Generation,1,2,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,184707542
Generation,1,2,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,16054464
Initialization,1,2,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,103574941
Initialization,1,2,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,13602200
Initialization,1,2,PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,32821624
Initialization,1,2,AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,32821624
M2MTransformation1,1,2,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,125866564
M2MTransformation1,1,2,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,14312696
M2MTransformation1,1,2,AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,45830740
M2MTransformation1,1,2,PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,56573416
Modification,1,2,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,149891
Modification,1,2,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,14313480
M2MTransformation2,1,2,Time,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,106759230
M2MTransformation2,1,2,Memory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,14326024
M2MTransformation2,1,2,PeakMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,57284704
M2MTransformation2,1,2,AverageMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,46542032
Modification,1,2,Time,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,154866
Modification,1,2,Memory,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,14325896
M2MTransformation2,1,2,Time,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,81933364
M2MTransformation2,1,2,Memory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,14335224
M2MTransformation2,1,2,AverageMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,57297124
M2MTransformation2,1,2,PeakMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,78782472
Modification,1,2,Time,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,121875
Modification,1,2,Memory,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,14336000
M2MTransformation2,1,2,Time,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,64701042
M2MTransformation2,1,2,Memory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,14342904
M2MTransformation2,1,2,PeakMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,57307224
M2MTransformation2,1,2,AverageMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,46564552
Modification,1,2,Time,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,99968
Modification,1,2,Memory,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,14343704
M2MTransformation2,1,2,Time,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,58710531
M2MTransformation2,1,2,Memory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,14358800
M2MTransformation2,1,2,AverageMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,46572276
M2MTransformation2,1,2,PeakMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,57314944
Modification,1,2,Time,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,160976
Modification,1,2,Memory,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,14359640
M2MTransformation2,1,2,Time,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,51246606
M2MTransformation2,1,2,Memory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,14366008
M2MTransformation2,1,2,AverageMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,46588192
M2MTransformation2,1,2,PeakMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,57330864
EMFResourceInitialization,1,1,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,396599
EMFResourceInitialization,1,1,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,11137200
Generation,1,1,Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,107712985
Generation,1,1,Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,13276024
Initialization,1,1,Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,66859212
Initialization,1,1,Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,13856344
Initialization,1,1,AverageMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,32733896
Initialization,1,1,PeakMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,32733896
M2MTransformation1,1,1,Time,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,105054995
M2MTransformation1,1,1,Memory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,14942968
M2MTransformation1,1,1,PeakMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,35342200
M2MTransformation1,1,1,AverageMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,35342200
Modification,1,1,Time,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,7324877
Modification,1,1,Memory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,15079944
M2MTransformation2,1,1,Time,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,23484
M2MTransformation2,1,1,Memory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,15080504
M2MTransformation2,1,1,PeakMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,36565824
M2MTransformation2,1,1,AverageMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,36565824
Modification,1,1,Time,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,7087239
Modification,1,1,Memory,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,15125032
M2MTransformation2,1,1,Time,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,20387
M2MTransformation2,1,1,Memory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,15125592
